Date,Date (Days),Date (Years),Date Part (Years),Episode Title,Full Title,Movies or Series,Season,Title,Title + Season,Type,Type (group),avg titles per year,Documentary,Hours/Day,Length,Movie,Number of Records,Series
8/19/2017,"August 19, 2017",2017,2017,Mean Right Hook,Marvel's The Defenders: Limited Series: Mean Right Hook,True,Limited Series,Marvel's The Defenders,Marvel's The DefendersLimited Series,Series,Series,1,,0.85,51,,1,1
8/19/2017,"August 19, 2017",2017,2017,Royal Dragon,Marvel's The Defenders: Limited Series: Royal Dragon,True,Limited Series,Marvel's The Defenders,Marvel's The DefendersLimited Series,Series,Series,1,,0.733333333,44,,1,1
8/19/2017,"August 19, 2017",2017,2017,The H Word,Marvel's The Defenders: Limited Series: The H Word,True,Limited Series,Marvel's The Defenders,Marvel's The DefendersLimited Series,Series,Series,1,,0.916666667,55,,1,1
8/19/2017,"August 19, 2017",2017,2017,Worst Behavior,Marvel's The Defenders: Limited Series: Worst Behavior,True,Limited Series,Marvel's The Defenders,Marvel's The DefendersLimited Series,Series,Series,1,,0.75,45,,1,1
8/20/2017,"August 20, 2017",2017,2017,"Ashes, Ashes","Marvel's The Defenders: Limited Series: Ashes, Ashes",True,Limited Series,Marvel's The Defenders,Marvel's The DefendersLimited Series,Series,Series,1,,0.833333333,50,,1,1
8/20/2017,"August 20, 2017",2017,2017,Fish in the Jailhouse,Marvel's The Defenders: Limited Series: Fish in the Jailhouse,True,Limited Series,Marvel's The Defenders,Marvel's The DefendersLimited Series,Series,Series,1,,0.85,51,,1,1
8/20/2017,"August 20, 2017",2017,2017,Take Shelter,Marvel's The Defenders: Limited Series: Take Shelter,True,Limited Series,Marvel's The Defenders,Marvel's The DefendersLimited Series,Series,Series,1,,0.75,45,,1,1
8/20/2017,"August 20, 2017",2017,2017,The Defenders,Marvel's The Defenders: Limited Series: The Defenders,True,Limited Series,Marvel's The Defenders,Marvel's The DefendersLimited Series,Series,Series,1,,0.933333333,56,,1,1
8/21/2017,"August 21, 2017",2017,2017,Men Against Fire,Black Mirror: Season 3: Men Against Fire,True,Season 3,Black Mirror,Black MirrorSeason 3,Series,Series,1,,1,60,,1,1
8/22/2017,"August 22, 2017",2017,2017,,Hot Fuzz,False,,Hot Fuzz,,Movie,Movies,1,,2.016666667,121,1,1,
8/23/2017,"August 23, 2017",2017,2017,,Get Hard,False,,Get Hard,,Movie,Movies,1,,1.783333333,107,1,1,
8/23/2017,"August 23, 2017",2017,2017,,Sin City 2: A Dame to Kill For,False,,Sin City 2: A Dame to Kill For,,Movie,Movies,1,,1.7,102,1,1,
8/24/2017,"August 24, 2017",2017,2017,Pilot,Supergirl: Season 1: Pilot,True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.75,45,,1,1
8/24/2017,"August 24, 2017",2017,2017,,The Cabin in the Woods,False,,The Cabin in the Woods,,Movie,Movies,1,,1.583333333,95,1,1,
8/26/2017,"August 26, 2017",2017,2017,Chutes and Ladders,American Horror Story: Hotel: Chutes and Ladders,True,Hotel,American Horror Story,American Horror StoryHotel,Series,Series,1,,0.833333333,50,,1,1
8/26/2017,"August 26, 2017",2017,2017,Stronger Together,Supergirl: Season 1: Stronger Together,True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.7,42,,1,1
8/28/2017,"August 28, 2017",2017,2017,Fight or Flight,Supergirl: Season 1: Fight or Flight,True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.7,42,,1,1
8/30/2017,"August 30, 2017",2017,2017,Livewire,Supergirl: Season 1: Livewire,True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.7,42,,1,1
9/1/2017,"September 1, 2017",2017,2017,How Does She Do It?,Supergirl: Season 1: How Does She Do It?,True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.7,42,,1,1
9/1/2017,"September 1, 2017",2017,2017,Red Faced,Supergirl: Season 1: Red Faced,True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.7,42,,1,1
9/2/2017,"September 2, 2017",2017,2017,Human for a Day,Supergirl: Season 1: Human for a Day,True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.7,42,,1,1
9/3/2017,"September 3, 2017",2017,2017,Hostile Takeover,Supergirl: Season 1: Hostile Takeover,True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.7,42,,1,1
9/15/2017,"September 15, 2017",2017,2017,Blood Bonds,Supergirl: Season 1: Blood Bonds,True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.7,42,,1,1
9/16/2017,"September 16, 2017",2017,2017,Childish Things,Supergirl: Season 1: Childish Things,True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.7,42,,1,1
9/18/2017,"September 18, 2017",2017,2017,Strange Visitor from Another Planet,Supergirl: Season 1: Strange Visitor from Another Planet,True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.7,42,,1,1
9/20/2017,"September 20, 2017",2017,2017,Bizarro,Supergirl: Season 1: Bizarro,True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.7,42,,1,1
9/21/2017,"September 21, 2017",2017,2017,For the Girl Who Has Everything,Supergirl: Season 1: For the Girl Who Has Everything,True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.7,42,,1,1
9/24/2017,"September 24, 2017",2017,2017,Solitude,Supergirl: Season 1: Solitude,True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.7,42,,1,1
9/24/2017,"September 24, 2017",2017,2017,"Truth, Justice and The American Way","Supergirl: Season 1: Truth, Justice and The American Way",True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.7,42,,1,1
9/25/2017,"September 25, 2017",2017,2017,Falling,Supergirl: Season 1: Falling,True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.7,42,,1,1
9/26/2017,"September 26, 2017",2017,2017,Manhunter,Supergirl: Season 1: Manhunter,True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.7,42,,1,1
9/27/2017,"September 27, 2017",2017,2017,World's Finest,Supergirl: Season 1: World's Finest,True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.7,42,,1,1
9/28/2017,"September 28, 2017",2017,2017,Myriad,Supergirl: Season 1: Myriad,True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.683333333,41,,1,1
9/29/2017,"September 29, 2017",2017,2017,Better Angels,Supergirl: Season 1: Better Angels,True,Season 1,Supergirl,SupergirlSeason 1,Series,Series,1,,0.666666667,40,,1,1
10/1/2017,"October 1, 2017",2017,2017,,Atari: Game Over,False,,Atari: Game Over,,Movie,Movies,1,,1.1,66,1,1,
10/2/2017,"October 2, 2017",2017,2017,The Vulcan Hello,Star Trek: Discovery: Season 1: The Vulcan Hello,True,Season 1,Star Trek: Discovery,Star Trek: DiscoverySeason 1,Series,Series,1,,0.783333333,47,,1,1
10/5/2017,"October 5, 2017",2017,2017,Battle at the Binary Stars,Star Trek: Discovery: Season 1: Battle at the Binary Stars,True,Season 1,Star Trek: Discovery,Star Trek: DiscoverySeason 1,Series,Series,1,,0.783333333,47,,1,1
10/9/2017,"October 9, 2017",2017,2017,Context is for Kings,Star Trek: Discovery: Season 1: Context is for Kings,True,Season 1,Star Trek: Discovery,Star Trek: DiscoverySeason 1,Series,Series,1,,0.783333333,47,,1,1
10/15/2017,"October 15, 2017",2017,2017,The Butcher's Knife Cares Not for the Lamb's Cry,Star Trek: Discovery: Season 1: The Butcher's Knife Cares Not for the Lamb's Cry,True,Season 1,Star Trek: Discovery,Star Trek: DiscoverySeason 1,Series,Series,1,,0.783333333,47,,1,1
10/19/2017,"October 19, 2017",2017,2017,Choose Your Pain,Star Trek: Discovery: Season 1: Choose Your Pain,True,Season 1,Star Trek: Discovery,Star Trek: DiscoverySeason 1,Series,Series,1,,0.783333333,47,,1,1
10/26/2017,"October 26, 2017",2017,2017,Lethe,Star Trek: Discovery: Season 1: Lethe,True,Season 1,Star Trek: Discovery,Star Trek: DiscoverySeason 1,Series,Series,1,,0.783333333,47,,1,1
11/1/2017,"November 1, 2017",2017,2017,Magic to Make the Sanest Man Go Mad,Star Trek: Discovery: Season 1: Magic to Make the Sanest Man Go Mad,True,Season 1,Star Trek: Discovery,Star Trek: DiscoverySeason 1,Series,Series,1,,0.783333333,47,,1,1
11/7/2017,"November 7, 2017",2017,2017,"Si Vis Pacem, Para Bellum","Star Trek: Discovery: Season 1: Si Vis Pacem, Para Bellum",True,Season 1,Star Trek: Discovery,Star Trek: DiscoverySeason 1,Series,Series,1,,0.783333333,47,,1,1
11/9/2017,"November 9, 2017",2017,2017,MADMAX,Stranger Things: Stranger Things 2: Chapter One: MADMAX,True,Season 2,Stranger Things,Stranger ThingsSeason 2,Series,Series,1,,0.8,48,,1,1
11/10/2017,"November 10, 2017",2017,2017,"Trick or Treat, Freak","Stranger Things: Stranger Things 2: Chapter Two: Trick or Treat, Freak",True,Season 2,Stranger Things,Stranger ThingsSeason 2,Series,Series,1,,0.916666667,55,,1,1
11/11/2017,"November 11, 2017",2017,2017,The Pollywog,Stranger Things: Stranger Things 2: Chapter Three: The Pollywog,True,Season 2,Stranger Things,Stranger ThingsSeason 2,Series,Series,1,,0.833333333,50,,1,1
11/12/2017,"November 12, 2017",2017,2017,Will the Wise,Stranger Things: Stranger Things 2: Chapter Four: Will the Wise,True,Season 2,Stranger Things,Stranger ThingsSeason 2,Series,Series,1,,0.766666667,46,,1,1
11/13/2017,"November 13, 2017",2017,2017,Dig Dug,Stranger Things: Stranger Things 2: Chapter Five: Dig Dug,True,Season 2,Stranger Things,Stranger ThingsSeason 2,Series,Series,1,,0.966666667,58,,1,1
11/15/2017,"November 15, 2017",2017,2017,The Spy,Stranger Things: Stranger Things 2: Chapter Six: The Spy,True,Season 2,Stranger Things,Stranger ThingsSeason 2,Series,Series,1,,0.85,51,,1,1
11/17/2017,"November 17, 2017",2017,2017,The Lost Sister,Stranger Things: Stranger Things 2: Chapter Seven: The Lost Sister,True,Season 2,Stranger Things,Stranger ThingsSeason 2,Series,Series,1,,0.75,45,,1,1
11/18/2017,"November 18, 2017",2017,2017,Into the Forest I Go,Star Trek: Discovery: Season 1: Into the Forest I Go,True,Season 1,Star Trek: Discovery,Star Trek: DiscoverySeason 1,Series,Series,1,,0.783333333,47,,1,1
11/18/2017,"November 18, 2017",2017,2017,The Mind Flayer,Stranger Things: Stranger Things 2: Chapter Eight: The Mind Flayer,True,Season 2,Stranger Things,Stranger ThingsSeason 2,Series,Series,1,,0.783333333,47,,1,1
11/18/2017,"November 18, 2017",2017,2017,The Gate,Stranger Things: Stranger Things 2: Chapter Nine: The Gate,True,Season 2,Stranger Things,Stranger ThingsSeason 2,Series,Series,1,,1.033333333,62,,1,1
8/7/2016,"August 7, 2016",2016,2016,Be Right Back,Black Mirror: Season 2: Be Right Back,True,Season 2,Black Mirror,Black MirrorSeason 2,Series,Series,1,,0.8,48,,1,1
11/19/2017,"November 19, 2017",2017,2017,Hated in the Nation,Black Mirror: Season 3: Hated in the Nation,True,Season 3,Black Mirror,Black MirrorSeason 3,Series,Series,1,,1.483333333,89,,1,1
11/23/2017,"November 23, 2017",2017,2017,3AM,Marvel's The Punisher: Season 1: 3AM,True,Season 1,Marvel's The Punisher,Marvel's The PunisherSeason 1,Series,Series,1,,0.85,51,,1,1
11/24/2017,"November 24, 2017",2017,2017,Kandahar,Marvel's The Punisher: Season 1: Kandahar,True,Season 1,Marvel's The Punisher,Marvel's The PunisherSeason 1,Series,Series,1,,0.95,57,,1,1
11/24/2017,"November 24, 2017",2017,2017,Two Dead Men,Marvel's The Punisher: Season 1: Two Dead Men,True,Season 1,Marvel's The Punisher,Marvel's The PunisherSeason 1,Series,Series,1,,0.95,57,,1,1
12/3/2017,"December 3, 2017",2017,2017,Resupply,Marvel's The Punisher: Season 1: Resupply,True,Season 1,Marvel's The Punisher,Marvel's The PunisherSeason 1,Series,Series,1,,0.816666667,49,,1,1
12/4/2017,"December 4, 2017",2017,2017,Gunner,Marvel's The Punisher: Season 1: Gunner,True,Season 1,Marvel's The Punisher,Marvel's The PunisherSeason 1,Series,Series,1,,0.916666667,55,,1,1
12/6/2017,"December 6, 2017",2017,2017,The Judas Goat,Marvel's The Punisher: Season 1: The Judas Goat,True,Season 1,Marvel's The Punisher,Marvel's The PunisherSeason 1,Series,Series,1,,0.9,54,,1,1
12/7/2017,"December 7, 2017",2017,2017,Cold Steel,Marvel's The Punisher: Season 1: Cold Steel,True,Season 1,Marvel's The Punisher,Marvel's The PunisherSeason 1,Series,Series,1,,0.816666667,49,,1,1
12/7/2017,"December 7, 2017",2017,2017,Crosshairs,Marvel's The Punisher: Season 1: Crosshairs,True,Season 1,Marvel's The Punisher,Marvel's The PunisherSeason 1,Series,Series,1,,0.883333333,53,,1,1
12/8/2017,"December 8, 2017",2017,2017,Front Toward Enemy,Marvel's The Punisher: Season 1: Front Toward Enemy,True,Season 1,Marvel's The Punisher,Marvel's The PunisherSeason 1,Series,Series,1,,0.883333333,53,,1,1
12/8/2017,"December 8, 2017",2017,2017,Virtue of the Vicious,Marvel's The Punisher: Season 1: Virtue of the Vicious,True,Season 1,Marvel's The Punisher,Marvel's The PunisherSeason 1,Series,Series,1,,0.816666667,49,,1,1
12/9/2017,"December 9, 2017",2017,2017,Danger Close,Marvel's The Punisher: Season 1: Danger Close,True,Season 1,Marvel's The Punisher,Marvel's The PunisherSeason 1,Series,Series,1,,0.866666667,52,,1,1
12/9/2017,"December 9, 2017",2017,2017,Home,Marvel's The Punisher: Season 1: Home,True,Season 1,Marvel's The Punisher,Marvel's The PunisherSeason 1,Series,Series,1,,0.85,51,,1,1
12/9/2017,"December 9, 2017",2017,2017,Memento Mori,Marvel's The Punisher: Season 1: Memento Mori,True,Season 1,Marvel's The Punisher,Marvel's The PunisherSeason 1,Series,Series,1,,0.916666667,55,,1,1
1/5/2018,"January 5, 2018",2018,2018,Space Rabbit,Dirk Gently's Holistic Detective Agency: Season 2: Space Rabbit,True,Season 2,Dirk Gently's Holistic Detective Agency,Dirk Gently's Holistic Detective AgencySeason 2,Series,Series,1,,0.683333333,41,,1,1
1/6/2018,"January 6, 2018",2018,2018,Fans of Wet Circles,Dirk Gently's Holistic Detective Agency: Season 2: Fans of Wet Circles,True,Season 2,Dirk Gently's Holistic Detective Agency,Dirk Gently's Holistic Detective AgencySeason 2,Series,Series,1,,0.683333333,41,,1,1
1/6/2018,"January 6, 2018",2018,2018,Two Broken Fingers,Dirk Gently's Holistic Detective Agency: Season 2: Two Broken Fingers,True,Season 2,Dirk Gently's Holistic Detective Agency,Dirk Gently's Holistic Detective AgencySeason 2,Series,Series,1,,0.683333333,41,,1,1
1/7/2018,"January 7, 2018",2018,2018,The House Within the House,Dirk Gently's Holistic Detective Agency: Season 2: The House Within the House,True,Season 2,Dirk Gently's Holistic Detective Agency,Dirk Gently's Holistic Detective AgencySeason 2,Series,Series,1,,0.683333333,41,,1,1
1/8/2018,"January 8, 2018",2018,2018,Shapes and Colors,Dirk Gently's Holistic Detective Agency: Season 2: Shapes and Colors,True,Season 2,Dirk Gently's Holistic Detective Agency,Dirk Gently's Holistic Detective AgencySeason 2,Series,Series,1,,0.683333333,41,,1,1
1/9/2018,"January 9, 2018",2018,2018,Girl Power,Dirk Gently's Holistic Detective Agency: Season 2: Girl Power,True,Season 2,Dirk Gently's Holistic Detective Agency,Dirk Gently's Holistic Detective AgencySeason 2,Series,Series,1,,0.683333333,41,,1,1
1/11/2018,"January 11, 2018",2018,2018,That Is Not Miami,Dirk Gently's Holistic Detective Agency: Season 2: That Is Not Miami,True,Season 2,Dirk Gently's Holistic Detective Agency,Dirk Gently's Holistic Detective AgencySeason 2,Series,Series,1,,0.683333333,41,,1,1
1/12/2018,"January 12, 2018",2018,2018,"Little Guy, Black Hair","Dirk Gently's Holistic Detective Agency: Season 2: Little Guy, Black Hair",True,Season 2,Dirk Gently's Holistic Detective Agency,Dirk Gently's Holistic Detective AgencySeason 2,Series,Series,1,,0.683333333,41,,1,1
1/12/2018,"January 12, 2018",2018,2018,Nice Jacket,Dirk Gently's Holistic Detective Agency: Season 2: Nice Jacket,True,Season 2,Dirk Gently's Holistic Detective Agency,Dirk Gently's Holistic Detective AgencySeason 2,Series,Series,1,,0.683333333,41,,1,1
1/12/2018,"January 12, 2018",2018,2018,Trouble Is Bad,Dirk Gently's Holistic Detective Agency: Season 2: Trouble Is Bad,True,Season 2,Dirk Gently's Holistic Detective Agency,Dirk Gently's Holistic Detective AgencySeason 2,Series,Series,1,,0.683333333,41,,1,1
1/12/2018,"January 12, 2018",2018,2018,Despite Yourself,Star Trek: Discovery: Season 1: Despite Yourself,True,Season 1,Star Trek: Discovery,Star Trek: DiscoverySeason 1,Series,Series,1,,0.783333333,47,,1,1
1/12/2018,"January 12, 2018",2018,2018,,Bright,False,,Bright,,Movie,Movies,1,,1.633333333,98,1,1,
1/26/2018,"January 26, 2018",2018,2018,Mommy,American Horror Story: Hotel: Mommy,True,Hotel,American Horror Story,American Horror StoryHotel,Series,Series,1,,0.833333333,50,,1,1
1/26/2018,"January 26, 2018",2018,2018,The Wolf Inside,Star Trek: Discovery: Season 1: The Wolf Inside,True,Season 1,Star Trek: Discovery,Star Trek: DiscoverySeason 1,Series,Series,1,,0.783333333,47,,1,1
1/27/2018,"January 27, 2018",2018,2018,,Inglourious Basterds,False,,Inglourious Basterds,,Movie,Movies,1,,2.55,153,1,1,
1/28/2018,"January 28, 2018",2018,2018,Vaulting Ambition,Star Trek: Discovery: Season 1: Vaulting Ambition,True,Season 1,Star Trek: Discovery,Star Trek: DiscoverySeason 1,Series,Series,1,,0.783333333,47,,1,1
1/31/2018,"January 31, 2018",2018,2018,What's Past Is Prologue,Star Trek: Discovery: Season 1: What's Past Is Prologue,True,Season 1,Star Trek: Discovery,Star Trek: DiscoverySeason 1,Series,Series,1,,0.783333333,47,,1,1
2/3/2018,"February 3, 2018",2018,2018,Devil's Night,American Horror Story: Hotel: Devil's Night,True,Hotel,American Horror Story,American Horror StoryHotel,Series,Series,1,,0.833333333,50,,1,1
2/3/2018,"February 3, 2018",2018,2018,Room Service,American Horror Story: Hotel: Room Service,True,Hotel,American Horror Story,American Horror StoryHotel,Series,Series,1,,0.833333333,50,,1,1
2/4/2018,"February 4, 2018",2018,2018,Room 33,American Horror Story: Hotel: Room 33,True,Hotel,American Horror Story,American Horror StoryHotel,Series,Series,1,,0.833333333,50,,1,1
2/6/2018,"February 6, 2018",2018,2018,"The War Without, the War Within","Star Trek: Discovery: Season 1: The War Without, the War Within",True,Season 1,Star Trek: Discovery,Star Trek: DiscoverySeason 1,Series,Series,1,,0.783333333,47,,1,1
2/13/2018,"February 13, 2018",2018,2018,Flicker,American Horror Story: Hotel: Flicker,True,Hotel,American Horror Story,American Horror StoryHotel,Series,Series,1,,0.833333333,50,,1,1
2/13/2018,"February 13, 2018",2018,2018,Will You Take My Hand?,Star Trek: Discovery: Season 1: Will You Take My Hand?,True,Season 1,Star Trek: Discovery,Star Trek: DiscoverySeason 1,Series,Series,1,,0.783333333,47,,1,1
2/17/2018,"February 17, 2018",2018,2018,Ten Commandments Killer,American Horror Story: Hotel: Ten Commandments Killer,True,Hotel,American Horror Story,American Horror StoryHotel,Series,Series,1,,0.833333333,50,,1,1
2/22/2018,"February 22, 2018",2018,2018,She Wants Revenge,American Horror Story: Hotel: She Wants Revenge,True,Hotel,American Horror Story,American Horror StoryHotel,Series,Series,1,,0.833333333,50,,1,1
3/2/2018,"March 2, 2018",2018,2018,She Gets Revenge,American Horror Story: Hotel: She Gets Revenge,True,Hotel,American Horror Story,American Horror StoryHotel,Series,Series,1,,0.833333333,50,,1,1
3/3/2018,"March 3, 2018",2018,2018,Battle Royale,American Horror Story: Hotel: Battle Royale,True,Hotel,American Horror Story,American Horror StoryHotel,Series,Series,1,,0.833333333,50,,1,1
3/4/2018,"March 4, 2018",2018,2018,Be Our Guest,American Horror Story: Hotel: Be Our Guest,True,Hotel,American Horror Story,American Horror StoryHotel,Series,Series,1,,0.833333333,50,,1,1
3/4/2018,"March 4, 2018",2018,2018,Secrets,Dark: Season 1: Secrets,True,Season 1,Dark,DarkSeason 1,Series,Series,1,,0.85,51,,1,1
3/4/2018,"March 4, 2018",2018,2018,,The Prestige,False,,The Prestige,,Movie,Movies,1,,2.166666667,130,1,1,
3/7/2018,"March 7, 2018",2018,2018,,Okja,False,,Okja,,Movie,Movies,1,,2,120,1,1,
3/13/2018,"March 13, 2018",2018,2018,AKA Start at the Beginning,Marvel's Jessica Jones: Season 2: AKA Start at the Beginning,True,Season 2,Marvel's Jessica Jones,Marvel's Jessica JonesSeason 2,Series,Series,1,,0.883333333,53,,1,1
3/14/2018,"March 14, 2018",2018,2018,AKA Freak Accident,Marvel's Jessica Jones: Season 2: AKA Freak Accident,True,Season 2,Marvel's Jessica Jones,Marvel's Jessica JonesSeason 2,Series,Series,1,,0.933333333,56,,1,1
3/14/2018,"March 14, 2018",2018,2018,AKA Sole Survivor,Marvel's Jessica Jones: Season 2: AKA Sole Survivor,True,Season 2,Marvel's Jessica Jones,Marvel's Jessica JonesSeason 2,Series,Series,1,,0.9,54,,1,1
3/15/2018,"March 15, 2018",2018,2018,AKA Ainâ€™t We Got Fun,Marvel's Jessica Jones: Season 2: AKA Ainâ€™t We Got Fun,True,Season 2,Marvel's Jessica Jones,Marvel's Jessica JonesSeason 2,Series,Series,1,,0.833333333,50,,1,1
3/15/2018,"March 15, 2018",2018,2018,AKA Facetime,Marvel's Jessica Jones: Season 2: AKA Facetime,True,Season 2,Marvel's Jessica Jones,Marvel's Jessica JonesSeason 2,Series,Series,1,,0.866666667,52,,1,1
